"Status","Year","Age","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Wales","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","16-19","Department for Transport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Wales","Unknown","40","35","19070","18310"
"In post","2022","16-19","Department for Transport","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","North East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","North West (England)","Heterosexual / straight","30","30","22690","21260"
"In post","2022","16-19","Department for Work and Pensions","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","London","Undeclared","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North East (England)","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North West (England)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Scotland","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Wales","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","HM Treasury","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Home Office","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East of England","LGBO","[c]","[c]","[c]","[c]"
