"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Manchester","35","35","36030","33370"
"In post","2022","Asian","Analysis","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","South Hampshire","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Monmouthshire and Newport","45","45","34690","31700"
"In post","2022","Asian","Analysis","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Leeds","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Lambeth","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Tower Hamlets","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","London","Westminster","120","120","48370","40650"
"In post","2022","Asian","Commercial","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Greater Manchester South West","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Milton Keynes","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Birmingham","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Telford and Wrekin","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Nottingham","90","90","28850","26820"
"In post","2022","Asian","Communications","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Asian","Communications","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Tower Hamlets","20","20","[c]","[c]"
"In post","2022","Asian","Communications","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Westminster","115","110","44160","40600"
"In post","2022","Asian","Communications","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Tyneside","40","40","28820","26820"
"In post","2022","Asian","Communications","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Greater Manchester South West","65","60","29360","26820"
"In post","2022","Asian","Communications","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Manchester","40","40","30050","26820"
"In post","2022","Asian","Communications","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
