"Status","Year","Disability","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Public Guardian","Outside London","35","30","22570","20970"
"In post","2022","Declared disabled","Asian","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Rural Payments Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Government (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Security Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","The Insolvency Service","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","The Insolvency Service","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Health Security Agency","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Health Security Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Hydrographic Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Valuation Office Agency","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Valuation Office Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Government (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cabinet Office (excl. agencies)","London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Crown Prosecution Service","London","40","35","42460","35020"
"In post","2022","Declared disabled","Black","Crown Prosecution Service","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Equipment and Support","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","50","50","44070","40050"
"In post","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Education (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Education (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for International Trade","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Transport (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Work and Pensions (excl. agencies)","London","380","355","31200","31060"
"In post","2022","Declared disabled","Black","Department for Work and Pensions (excl. agencies)","Outside London","245","220","26870","27570"
"In post","2022","Declared disabled","Black","Department for Work and Pensions (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
