"Status","Year","Ethnicity","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","No function","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Gas and Electricity Markets","Heterosexual / straight","40","[c]","33450","25750"
"New entrant CS","2022","Asian","No function","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","UK Statistics Authority","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Cabinet Office","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Competition and Markets Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Work and Pensions","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Revenue and Customs","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Defence","Heterosexual / straight","45","[c]","34950","33000"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
