"Status","Year","Disability","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Outside London","Heterosexual / straight","95","[c]","43740","36740"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Outside London","Undeclared","270","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Outside London","Unknown","195","[c]","36940","29370"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Outside London","Heterosexual / straight","280","[c]","26430","25480"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Outside London","LGBO","45","[c]","26250","23170"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Outside London","Heterosexual / straight","210","[c]","27170","26130"
"New entrant CS","2022","Declared disabled","East of England","Outside London","LGBO","40","[c]","25480","25160"
"New entrant CS","2022","Declared disabled","East of England","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","London","Heterosexual / straight","675","[c]","34950","31060"
"New entrant CS","2022","Declared disabled","London","London","LGBO","185","[c]","33920","32560"
"New entrant CS","2022","Declared disabled","London","London","Undeclared","105","[c]","35480","32320"
"New entrant CS","2022","Declared disabled","London","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","North East (England)","Outside London","Heterosexual / straight","230","[c]","26380","24000"
"New entrant CS","2022","Declared disabled","North East (England)","Outside London","LGBO","50","[c]","25650","22010"
"New entrant CS","2022","Declared disabled","North East (England)","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","North East (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","North West (England)","Outside London","Heterosexual / straight","505","[c]","27400","24900"
"New entrant CS","2022","Declared disabled","North West (England)","Outside London","LGBO","115","[c]","26480","25000"
"New entrant CS","2022","Declared disabled","North West (England)","Outside London","Undeclared","40","[c]","27230","26590"
"New entrant CS","2022","Declared disabled","North West (England)","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scotland","Outside London","Heterosexual / straight","320","[c]","27480","27230"
"New entrant CS","2022","Declared disabled","Scotland","Outside London","LGBO","125","[c]","26450","24400"
"New entrant CS","2022","Declared disabled","Scotland","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scotland","Outside London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South East (England)","Outside London","Heterosexual / straight","310","[c]","28380","26350"
"New entrant CS","2022","Declared disabled","South East (England)","Outside London","LGBO","70","[c]","27500","26140"
"New entrant CS","2022","Declared disabled","South East (England)","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South East (England)","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South West (England)","Outside London","Heterosexual / straight","335","[c]","29760","26350"
"New entrant CS","2022","Declared disabled","South West (England)","Outside London","LGBO","75","[c]","26550","23740"
"New entrant CS","2022","Declared disabled","South West (England)","Outside London","Undeclared","35","[c]","30330","28200"
"New entrant CS","2022","Declared disabled","South West (England)","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Wales","Outside London","Heterosexual / straight","215","[c]","26780","23160"
"New entrant CS","2022","Declared disabled","Wales","Outside London","LGBO","50","[c]","25780","23170"
"New entrant CS","2022","Declared disabled","Wales","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Wales","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands (England)","Outside London","Heterosexual / straight","325","[c]","27990","26590"
"New entrant CS","2022","Declared disabled","West Midlands (England)","Outside London","LGBO","60","[c]","26550","24830"
"New entrant CS","2022","Declared disabled","West Midlands (England)","Outside London","Undeclared","40","[c]","27890","27570"
"New entrant CS","2022","Declared disabled","West Midlands (England)","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Yorkshire and The Humber","Outside London","Heterosexual / straight","330","[c]","29520","26590"
"New entrant CS","2022","Declared disabled","Yorkshire and The Humber","Outside London","LGBO","65","[c]","28180","26730"
"New entrant CS","2022","Declared disabled","Yorkshire and The Humber","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Yorkshire and The Humber","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","East Midlands (England)","Outside London","Heterosexual / straight","1765","[c]","26570","23390"
"New entrant CS","2022","Declared non-disabled","East Midlands (England)","Outside London","LGBO","125","[c]","25010","23170"
"New entrant CS","2022","Declared non-disabled","East Midlands (England)","Outside London","Undeclared","75","[c]","27180","23370"
"New entrant CS","2022","Declared non-disabled","East Midlands (England)","Outside London","Unknown","50","[c]","22910","21300"
"New entrant CS","2022","Declared non-disabled","East of England","Outside London","Heterosexual / straight","1635","[c]","27860","26130"
"New entrant CS","2022","Declared non-disabled","East of England","Outside London","LGBO","110","[c]","27160","24800"
"New entrant CS","2022","Declared non-disabled","East of England","Outside London","Undeclared","80","[c]","27050","24250"
"New entrant CS","2022","Declared non-disabled","East of England","Outside London","Unknown","65","[c]","26250","25010"
"New entrant CS","2022","Declared non-disabled","London","London","Heterosexual / straight","5705","[c]","36660","32330"
"New entrant CS","2022","Declared non-disabled","London","London","LGBO","565","[c]","37220","33210"
"New entrant CS","2022","Declared non-disabled","London","London","Undeclared","375","[c]","36110","32330"
"New entrant CS","2022","Declared non-disabled","London","London","Unknown","85","[c]","38870","34260"
"New entrant CS","2022","Declared non-disabled","North East (England)","Outside London","Heterosexual / straight","2050","[c]","26640","23170"
"New entrant CS","2022","Declared non-disabled","North East (England)","Outside London","LGBO","200","[c]","25130","21840"
"New entrant CS","2022","Declared non-disabled","North East (England)","Outside London","Undeclared","75","[c]","24600","21300"
"New entrant CS","2022","Declared non-disabled","North East (England)","Outside London","Unknown","160","[c]","23300","21300"
"New entrant CS","2022","Declared non-disabled","North West (England)","Outside London","Heterosexual / straight","3895","[c]","27160","24800"
"New entrant CS","2022","Declared non-disabled","North West (England)","Outside London","LGBO","375","[c]","26680","23390"
"New entrant CS","2022","Declared non-disabled","North West (England)","Outside London","Undeclared","160","[c]","26740","23830"
"New entrant CS","2022","Declared non-disabled","North West (England)","Outside London","Unknown","235","[c]","22220","21300"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Outside London","Heterosexual / straight","215","[c]","29350","26590"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scotland","Outside London","Heterosexual / straight","3310","[c]","29050","27230"
"New entrant CS","2022","Declared non-disabled","Scotland","Outside London","LGBO","360","[c]","28080","27230"
"New entrant CS","2022","Declared non-disabled","Scotland","Outside London","Undeclared","165","[c]","29960","27230"
"New entrant CS","2022","Declared non-disabled","Scotland","Outside London","Unknown","180","[c]","23470","22000"
"New entrant CS","2022","Declared non-disabled","South East (England)","Outside London","Heterosexual / straight","2455","[c]","28730","26350"
"New entrant CS","2022","Declared non-disabled","South East (England)","Outside London","LGBO","205","[c]","28430","26140"
"New entrant CS","2022","Declared non-disabled","South East (England)","Outside London","Undeclared","135","[c]","30420","28140"
"New entrant CS","2022","Declared non-disabled","South East (England)","Outside London","Unknown","155","[c]","29040","26030"
"New entrant CS","2022","Declared non-disabled","South West (England)","Outside London","Heterosexual / straight","2660","[c]","29840","26430"
"New entrant CS","2022","Declared non-disabled","South West (England)","Outside London","LGBO","230","[c]","27760","24960"
"New entrant CS","2022","Declared non-disabled","South West (England)","Outside London","Undeclared","195","[c]","30460","27010"
"New entrant CS","2022","Declared non-disabled","South West (England)","Outside London","Unknown","305","[c]","28180","26030"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","220","[c]","32090","29290"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Wales","Outside London","Heterosexual / straight","2130","[c]","27860","24090"
"New entrant CS","2022","Declared non-disabled","Wales","Outside London","LGBO","200","[c]","26600","23140"
"New entrant CS","2022","Declared non-disabled","Wales","Outside London","Undeclared","100","[c]","28870","26130"
"New entrant CS","2022","Declared non-disabled","Wales","Outside London","Unknown","45","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands (England)","Outside London","Heterosexual / straight","2475","[c]","28280","26390"
"New entrant CS","2022","Declared non-disabled","West Midlands (England)","Outside London","LGBO","165","[c]","27130","24430"
"New entrant CS","2022","Declared non-disabled","West Midlands (England)","Outside London","Undeclared","115","[c]","30860","27570"
"New entrant CS","2022","Declared non-disabled","West Midlands (England)","Outside London","Unknown","85","[c]","25490","21300"
"New entrant CS","2022","Declared non-disabled","Yorkshire and The Humber","Outside London","Heterosexual / straight","2475","[c]","28760","26590"
"New entrant CS","2022","Declared non-disabled","Yorkshire and The Humber","Outside London","LGBO","205","[c]","28740","26370"
"New entrant CS","2022","Declared non-disabled","Yorkshire and The Humber","Outside London","Undeclared","130","[c]","29100","26590"
"New entrant CS","2022","Declared non-disabled","Yorkshire and The Humber","Outside London","Unknown","110","[c]","24500","21300"
"New entrant CS","2022","Undeclared","East Midlands (England)","Outside London","Heterosexual / straight","80","[c]","26080","24620"
"New entrant CS","2022","Undeclared","East Midlands (England)","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Midlands (England)","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East of England","Outside London","Heterosexual / straight","50","[c]","27620","27570"
"New entrant CS","2022","Undeclared","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East of England","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","London","Heterosexual / straight","250","[c]","35110","32350"
"New entrant CS","2022","Undeclared","London","London","LGBO","40","[c]","31620","28500"
"New entrant CS","2022","Undeclared","London","London","Undeclared","150","[c]","38640","34020"
"New entrant CS","2022","Undeclared","London","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Outside London","Heterosexual / straight","90","[c]","26110","23970"
"New entrant CS","2022","Undeclared","North East (England)","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North West (England)","Outside London","Heterosexual / straight","140","[c]","27780","25020"
"New entrant CS","2022","Undeclared","North West (England)","Outside London","LGBO","35","[c]","25080","22460"
"New entrant CS","2022","Undeclared","North West (England)","Outside London","Undeclared","55","[c]","28590","25630"
"New entrant CS","2022","Undeclared","North West (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scotland","Outside London","Heterosexual / straight","80","[c]","28260","27230"
"New entrant CS","2022","Undeclared","Scotland","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scotland","Outside London","Undeclared","35","[c]","27890","27230"
"New entrant CS","2022","Undeclared","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South East (England)","Outside London","Heterosexual / straight","115","[c]","28170","26310"
"New entrant CS","2022","Undeclared","South East (England)","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South East (England)","Outside London","Undeclared","45","[c]","31770","29290"
"New entrant CS","2022","Undeclared","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South West (England)","Outside London","Heterosexual / straight","75","[c]","28160","26130"
"New entrant CS","2022","Undeclared","South West (England)","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South West (England)","Outside London","Undeclared","40","[c]","30660","29180"
"New entrant CS","2022","Undeclared","South West (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Outside London","Heterosexual / straight","80","[c]","27510","24530"
"New entrant CS","2022","Undeclared","Wales","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Midlands (England)","Outside London","Heterosexual / straight","75","[c]","28320","27570"
"New entrant CS","2022","Undeclared","West Midlands (England)","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Midlands (England)","Outside London","Undeclared","40","[c]","29470","27570"
"New entrant CS","2022","Undeclared","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Outside London","Heterosexual / straight","75","[c]","29350","27570"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Outside London","Undeclared","40","[c]","33820","29180"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Midlands (England)","Outside London","Heterosexual / straight","140","[c]","30560","27570"
"New entrant CS","2022","Unknown","East Midlands (England)","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Midlands (England)","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Midlands (England)","Outside London","Unknown","970","[c]","26040","24800"
"New entrant CS","2022","Unknown","East of England","Outside London","Heterosexual / straight","125","[c]","29620","25520"
"New entrant CS","2022","Unknown","East of England","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East of England","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East of England","Outside London","Unknown","880","[c]","27290","24880"
"New entrant CS","2022","Unknown","London","London","Heterosexual / straight","835","[c]","37600","32790"
"New entrant CS","2022","Unknown","London","London","LGBO","100","[c]","35700","32790"
"New entrant CS","2022","Unknown","London","London","Undeclared","460","[c]","37730","32790"
"New entrant CS","2022","Unknown","London","London","Unknown","4195","[c]","35680","30750"
"New entrant CS","2022","Unknown","North East (England)","Outside London","Heterosexual / straight","160","[c]","29650","25000"
"New entrant CS","2022","Unknown","North East (England)","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North East (England)","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North East (England)","Outside London","Unknown","1100","[c]","26080","23140"
"New entrant CS","2022","Unknown","North West (England)","Outside London","Heterosexual / straight","450","[c]","30910","28840"
"New entrant CS","2022","Unknown","North West (England)","Outside London","LGBO","55","[c]","27860","25000"
"New entrant CS","2022","Unknown","North West (England)","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","Outside London","Unknown","2715","[c]","26930","24880"
"New entrant CS","2022","Unknown","Northern Ireland","Outside London","Heterosexual / straight","35","[c]","30570","28840"
"New entrant CS","2022","Unknown","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland","Outside London","Unknown","260","[c]","26080","21250"
"New entrant CS","2022","Unknown","Overseas","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","Overseas","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scotland","Outside London","Heterosexual / straight","335","[c]","31060","27230"
"New entrant CS","2022","Unknown","Scotland","Outside London","LGBO","55","[c]","30090","27230"
"New entrant CS","2022","Unknown","Scotland","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scotland","Outside London","Unknown","2530","[c]","28780","26130"
"New entrant CS","2022","Unknown","South East (England)","Outside London","Heterosexual / straight","350","[c]","29360","25770"
"New entrant CS","2022","Unknown","South East (England)","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South East (England)","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South East (England)","Outside London","Unknown","1585","[c]","27700","25540"
"New entrant CS","2022","Unknown","South West (England)","Outside London","Heterosexual / straight","320","[c]","33220","28840"
"New entrant CS","2022","Unknown","South West (England)","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","Outside London","Undeclared","35","[c]","34180","32770"
"New entrant CS","2022","Unknown","South West (England)","Outside London","Unknown","1335","[c]","27870","24090"
"New entrant CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Unknown","505","[c]","27650","24920"
"New entrant CS","2022","Unknown","Wales","Outside London","Heterosexual / straight","215","[c]","29960","25000"
"New entrant CS","2022","Unknown","Wales","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wales","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wales","Outside London","Unknown","1070","[c]","25120","21840"
"New entrant CS","2022","Unknown","West Midlands (England)","Outside London","Heterosexual / straight","270","[c]","30820","28200"
"New entrant CS","2022","Unknown","West Midlands (England)","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","West Midlands (England)","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","West Midlands (England)","Outside London","Unknown","1520","[c]","27460","24800"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Outside London","Heterosexual / straight","365","[c]","30710","27570"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Outside London","LGBO","35","[c]","31660","25000"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Outside London","Undeclared","145","[c]","31930","28970"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Outside London","Unknown","1840","[c]","28430","24880"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
