"Status","Year","Disability","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Attorney General's Departments","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Liverpool","45","45","37840","30930"
"In post","2022","Declared disabled","Attorney General's Departments","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Manchester","45","45","40680","41050"
"In post","2022","Declared disabled","Attorney General's Departments","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Mid Lancashire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Norwich and East Norfolk","10","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Nottingham","40","35","36140","28430"
"In post","2022","Declared disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Portsmouth","15","15","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Sheffield","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Hampshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Teesside","15","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Swansea","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tyneside","30","25","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Wakefield","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Warrington","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Surrey","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Westminster","420","395","50010","51830"
"In post","2022","Declared disabled","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","York","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Birmingham","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Bristol, City of","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Camden and City of London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Glasgow City","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester South West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Leeds","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Liverpool","35","35","38170","32000"
"In post","2022","Declared disabled","Cabinet Office","Manchester","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Milton Keynes","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Monmouthshire and Newport","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Norwich and East Norfolk","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Sheffield","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Tower Hamlets","120","115","51220","54700"
"In post","2022","Declared disabled","Cabinet Office","Tyneside","65","60","28870","24100"
"In post","2022","Declared disabled","Cabinet Office","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Westminster","395","385","48290","41820"
"In post","2022","Declared disabled","Cabinet Office","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","York","70","70","31360","32000"
"In post","2022","Declared disabled","Chancellor's other departments","Camden and City of London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Westminster","10","10","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Sefton","20","20","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Westminster","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Tower Hamlets","45","45","54170","52190"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Birmingham","85","80","34220","30950"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Brighton and Hove","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Bristol, City of","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","110","105","31720","27460"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Croydon","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Devon CC","110","105","35850","36160"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Glasgow City","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Hackney and Newham","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Leeds","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Manchester","45","45","32480","31000"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Medway","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Milton Keynes","[c]","[c]","[c]","[c]"
