"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","EO","75","75","27860","27500"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","G6","60","60","66960","65090"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","G7","150","150","55610","54700"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","HEO","90","85","35090","34550"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","SCS level","40","40","90700","76200"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","SEO","65","60","40780","40600"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","AO","30","25","21050","21050"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","EO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","HEO","5","5","[c]","[c]"
