"Status","Year","Organisation","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","National Crime Agency","Overseas","Overseas","130","130","62920","61710"
"In post","2022","National Crime Agency","National Crime Agency","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Sheffield","Outside London","95","90","35780","34140"
"In post","2022","National Crime Agency","National Crime Agency","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","South Nottinghamshire","Outside London","30","25","40080","36410"
"In post","2022","National Crime Agency","National Crime Agency","Staffordshire CC","Outside London","40","40","37520","36920"
"In post","2022","National Crime Agency","National Crime Agency","Suffolk CC","Outside London","20","15","42560","42080"
"In post","2022","National Crime Agency","National Crime Agency","Sunderland","Outside London","100","100","37690","36410"
"In post","2022","National Crime Agency","National Crime Agency","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Unknown","Unknown","45","45","46520","47130"
"In post","2022","National Crime Agency","National Crime Agency","Wakefield","Outside London","165","160","39080","36740"
"In post","2022","National Crime Agency","National Crime Agency","Warrington","Outside London","1220","1190","37080","36410"
"In post","2022","National Crime Agency","National Crime Agency","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","West Sussex (North East)","Outside London","75","70","41470","40060"
"In post","2022","National Crime Agency","National Crime Agency","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Camden and City of London","London","50","45","53740","52360"
"In post","2022","National Records of Scotland","Scottish Government","City of Edinburgh","Outside London","440","415","36460","34040"
"In post","2022","National Records of Scotland","Scottish Government","Dumfries and Galloway","Outside London","15","10","25300","23230"
"In post","2022","National Records of Scotland","Scottish Government","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Durham","Outside London","20","20","47120","47870"
"In post","2022","National Savings and Investments","Chancellor's other departments","Glasgow City","Outside London","15","15","42130","41310"
"In post","2022","National Savings and Investments","Chancellor's other departments","Mid Lancashire","Outside London","20","20","43160","40290"
"In post","2022","National Savings and Investments","Chancellor's other departments","Westminster","London","145","145","53320","47940"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Belfast","Outside London","90","90","41380","36720"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Westminster","London","85","85","51790","47580"
"In post","2022","Office for Budget Responsibility","HM Treasury","Westminster","London","40","40","51460","52530"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Barnet","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Barnsley, Doncaster and Rotherham","Outside London","10","10","55190","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","10","69170","73000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Berkshire","Outside London","10","10","65620","70000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bexley and Greenwich","London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Birmingham","Outside London","55","55","39220","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bournemouth, Christchurch and Poole","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bradford","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Breckland and South Norfolk","Outside London","10","10","60230","57930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Brighton and Hove","Outside London","10","10","62650","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bristol, City of","Outside London","210","195","36930","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bromley","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Buckinghamshire","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Calderdale and Kirklees","Outside London","15","15","64990","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cambridgeshire CC","Outside London","25","25","52930","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Central Hampshire","Outside London","15","15","63430","63430"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cheshire East","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Chorley and West Lancashire","Outside London","10","10","62060","70000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","Outside London","10","10","64070","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Coventry","Outside London","10","10","55520","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Croydon","London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Derby","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Devon CC","Outside London","25","20","64410","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Dorset","Outside London","10","10","64260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Durham","Outside London","15","15","65810","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Ealing","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Cumbria","Outside London","10","10","62710","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Kent","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Merseyside","Outside London","10","10","67660","67500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Sussex CC","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Essex Haven Gateway","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Gloucestershire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester North East","Outside London","15","15","52720","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester North West","Outside London","15","15","57650","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester South East","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Haringey and Islington","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hertfordshire CC","Outside London","25","25","66500","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Leeds","Outside London","10","10","66960","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Leicestershire CC and Rutland","Outside London","20","20","58330","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lewisham and Southwark","London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lincolnshire CC","Outside London","10","10","58080","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Manchester","Outside London","355","340","33420","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Hampshire","Outside London","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Nottinghamshire","Outside London","15","15","59850","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Yorkshire CC","Outside London","20","20","69490","73000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Nottingham","Outside London","90","85","34340","31700"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Redbridge and Waltham Forest","London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sefton","Outside London","10","10","63340","57930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sheffield","Outside London","10","10","63380","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Shropshire","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Solihull","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Somerset CC","Outside London","15","15","70410","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South and West Derbyshire","Outside London","20","20","66250","73000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South Hampshire","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South Nottinghamshire","Outside London","20","20","53180","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Staffordshire CC","Outside London","15","15","61050","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Suffolk CC","Outside London","10","10","60520","60930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Tyneside","Outside London","15","15","62170","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Walsall","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Warwickshire CC","Outside London","10","10","62840","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Essex","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Surrey","Outside London","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Westminster","London","190","185","48230","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wiltshire","Outside London","15","15","63490","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wirral","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Worcestershire CC","Outside London","20","20","68440","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","York","Outside London","15","15","51200","39850"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Cardiff and Vale of Glamorgan","Outside London","15","15","49550","43910"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Glasgow City","Outside London","580","570","36280","31720"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Tower Hamlets","London","740","725","48640","43860"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Coventry","Outside London","280","270","44370","40190"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Birmingham","Outside London","30","30","52240","51310"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Bristol, City of","Outside London","25","25","51410","51310"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Glasgow City","Outside London","30","25","53640","51900"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Manchester","Outside London","35","30","50190","51310"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Tower Hamlets","London","205","200","55810","55430"
"In post","2022","Office of Rail and Road","Office of Rail and Road","York","Outside London","25","25","50040","51310"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Birmingham","Outside London","1020","940","23710","20970"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Nottingham","Outside London","405","375","24410","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Westminster","London","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","Angus and Dundee City","Outside London","40","40","38720","31540"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","City of Edinburgh","Outside London","80","75","48520","49860"
