"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","AA/AO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","SEO/HEO","35","35","34720","33120"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","EO","75","75","27860","27500"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","G6/G7","215","210","58900","56340"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","SCS level","40","40","90700","76200"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","SEO/HEO","150","150","37460","37300"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","AA/AO","30","25","21050","21050"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","EO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO/HEO","40","40","35330","33630"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Wales","AA/AO","35","30","21820","22740"
"In post","2022","Declared disabled","Companies House","Wales","EO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Wales","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Companies House","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
