"Status","Year","Disability","Function_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","55","50","38370","40000"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Greater Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Hampshire and Isle of Wight","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - East","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - West","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - West","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - West","SEO/HEO","30","30","37750","37450"
"In post","2022","Declared disabled","Commercial","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
